,review,label
7148,"manages transcend sex , drugs show tunes plot something far richer",1
7149,"smart , witty follow",1
7150,' ultimate depression era gangster movie,0
7151,"impressive craftsmanship , despite overbearing series third act crescendos , lily chou chou never really builds head emotional steam",0
7152,"anchored friel williams ' exceptional performances , film ' power lies complexity",1
7153,"without non stop techno existential overtones kieslowski morality tale , maelstr another winter sleepers",0
7154,film tries hard funny tries hard hip,0
7155,"may inspire younger moviegoers read stevenson ' book , treasure",1
7156,turns potentially forgettable formula something strangely diverting,1
7157,"' also , clearly , great fun",1
7158,"oscar wilde ' masterpiece , importance earnest , may best play <number> th century",1
7159,' like watching nightmare made flesh,0
7160,"forced , familiar thoroughly condescending",0
7161,"' hard like film guy utterly unlikeable , shiner , starring michael caine aging british boxing promoter desperate taste fame fortune , certainly",0
7162,mesmerizing performances leads keep film grounded keep audience riveted,1
7163,"belongs daniel day lewis much belongs martin scorsese ' memorable performance big , brassy , disturbing , unusual highly successful film",1
7164,"first men black money , second small change",0
7165,part stevens glides solid performances witty dialogue,1
7166,"' another video movie photographed like film , bad lighting ' often written indie film naturalism",0
7167,"' somewhat clumsy lethargically paced story mysterious creature psychic abilities offers solid build , terrific climax , nice chills along way",0
7168,"looking aristocratic , luminous yet careworn jane hamilton ' exemplary costumes , rampling gives performance could improved upon '",1
7169,"thekids probably stay amused kaleidoscope big , colorful characters",1
7170,"n't mind heartstrings pulled , n't treat like fool",0
7171,exquisitely crafted acted tale,1
7172,since tom cruise risky business actor made strong impression underwear,1
7173,last year ' taxes ex wife,0
7174,scooby dooby doo shaggy look sound great,1
7175,"may far best series , ' assured , wonderfully respectful past thrilling enough make abundantly clear movie phenomenon reinvented new generation",1
7176,"one energetic surprises , original pleases almost everyone sees",1
7177,"n't offer much besides glib soullessness , raunchy language series brutal set pieces raise bar stylized screen violence",0
7178,"movie fans , get ready take direction",0
7179,"unfunny , downright repellent",0
7180,"part , ' work incendiary genius , steering clear knee jerk reactions quick solutions",1
7181,seldom movie closely matched spirit man work,1
7182,"' gasp appalled laugh outraged possibly , watching spectacle promising young lad treading desperately nasty sea , shed errant tear",1
7183,"comes like rejected abc afterschool special , freshened dunce screenwriting <number> class",0
7184,flick cool crowd pleasing documentary get,1
7185,"ramsay , ratcatcher , remains filmmaker acid viewpoint real gift teasing chilly poetry lives settings might otherwise seem drab sordid",1
7186,"' one thing world needs less , ' movies college written directed people could n't pass entrance exam",0
7187,"director photography benoit delhomme shot movie delicious colors , costumes sets grand",1
7188,"instead , shows respect due",1
7189,"plot holes large obvious marching band might well stomping clown clothes , playing college football fight song untuned instruments",0
7190,quiet treasure film savored,1
7191,"warm water red bridge quirky poignant japanese film explores fascinating connections women , water , nature , sexuality",1
7192,"' self important plodding funny , clipped abbreviated epic",0
7193,films capture perfectly hopes dreams little boys baseball fields well grown men sit stands,1
7194,"lower expectations , ' enjoy",0
7195,"yes , dull",0
7196,' pure pr hype,0
7197,great summer fun watch arnold buddy gerald bounce quirky cast characters,1
7198,subtle well crafted lrb part rrb chiller,1
7199,compliment kuras miller,1
7200,one intelligent children ' movies hit theaters year,1
7201,"part , director anne sophie birot ' first feature sensitive , extraordinarily well acted drama",1
7202,' beautiful madness,1
7203,"stealing harvard evidence farrelly bros peter bobby brand screen comedy wheezing end , along green ' half hearted movie career",0
7204,"sympathize plight families , movie n't good job conveying issue hand",0
7205,giggle inducing comedy snappy dialogue winning performances unlikely team oscar winners susan sarandon goldie hawn,1
7206,"words , ` frankly , dear , n't give damn , ' never appropriate",0
7207,"getting wrapped visuals eccentricities many characters , found confused came time get heart movie",0
7208,healthy sense satire light fun,1
7209,grimly competent stolid earnest military courtroom drama,1
7210,"moves quickly , adroitly , without fuss n't give time reflect inanity cold war datedness premise",1
7211,part low rent godfather,0
7212,emptying rat traps,0
7213,"special effects many scenes weightlessness look good better original , oscar winning sound james horner ' rousing score make good use hefty audio system",1
7214,"heels ring comes similarly morose humorless horror movie , although flawed , commended straight ahead approach creepiness",1
7215,"harris commands screen , using frailty suggest ravages life corruption ruthlessness",1
7216,"schaeffer find hook hang persistently useless movies , might well resuscitation middle aged character",0
7217,"offers much enjoy lot mull terms love , loyalty nature staying friends",1
7218,"execution , clever idea far less funny original , killers space",0
7219,"adults wish movie less simplistic , obvious , clumsily plotted shallowly characterized",0
7220,"unassuming pure heart , ca n't help warmly extend arms yell ` safe ! '",1
7221,"professionally speaking , ' tempting jump ship january avoid ridiculous schlock like shoddy suspense thriller",0
7222,"undisputed worst boxing movie ever , ' certainly champion big loser audience",0
7223,"' another stale , kill numbers flick , complete blade thin characters terrible , pun laden dialogue",0
7224,"one pictures whose promising , rather precious , premise undercut amateurish execution",0
7225,"nothing ' stake , twisty double cross smell mile away still , derivative nine queens lots fun",1
7226,"drops dizzying , volatile , pressure cooker situation quickly snowballs control , focusing much",1
7227,"undisputed n't exactly high , gripping , tidy little movie takes mr hill higher '",1
7228,"delectable intriguing thriller filled surprises , read lips original",1
7229,"n't believe , sense humor ' plain bored",0
7230,seems film art ripping people without ever letting consciously know done,0
7231,story friendship proceeds way ' watching soap opera rather chronicle ups downs accompany lifelong friendships,0
7232,"warm , funny , engaging film",1
7233,"uses sharp humor insight human nature examine class conflict , adolescent yearning , roots friendship sexual identity",1
7234,thought watch stopped keeping time slogged way clockstoppers,0
7235,"lrb serry rrb wants blend politics drama , admirable ambition",1
7236,"tightly organized efficiency , numerous flashbacks constant edge tension , miller ' film one <number> ' involvingly adult surprises",1
7237,emotions raw strike nerve anyone ' ever family trauma,1
7238,"seems clear path story ' going , long ' going take get",0
7239,"aside minor tinkering , movie probably loved <number> , except looks even better",1
7240,"candidly detailing politics involved creation extraordinary piece music , lrb jones rrb calls attention inherent conflict commerce creativity",1
7241,"breezy romantic comedy punch good sitcom , offering exceptionally well detailed characters",1
7242,"unnecessary clumsy last scene , ` swimfan ' left bad feeling",0
7243,"exciting direct , ghost imagery shows enough keep us toes",1
7244,superbly acted funny gritty fable humanizing one woman hands unseen forces fate,1
7245,movie ' relatively simple plot uncomplicated morality play well affable cast,1
7246,"way , film feels like breath fresh air , allow",1
7247,"green might want hang onto ski mask , robbery may way pay next project",0
7248,socio histo political treatise told earnest strides lrb rrb personal illusion deconstructed poignancy,1
7249,beguiling splash pastel colors prankish comedy disney,1
7250,"writer director joe carnahan ' grimy crime drama manual precinct cliches , moves fast enough cover clunky dialogue lapses logic",1
7251,"restrained freak show , mercenary obvious cerebral , dull pretentious engaging isle defies easy categorization",0
7252,"based devilishly witty script heather mcgowan niels mueller , film gets great laughs , never expense characters",1
7253,"format gets used best capture dizzying heights achieved motocross bmx riders , whose balletic hotdogging occasionally ends bone crushing screwups",1
7254,"even tedious scenes , russian ark mesmerizing",1
7255,surreal gilliam esque film also troubling interpretation ecclesiastes,1
7256,wonder enough n't music video rather full length movie,0
7257,funny perilously slight,1
7258,chabrol taken promising material black comedy turned instead somber chamber drama,0
7259,"end , left something like two ships passing night rather insights gay love , chinese society price one pays dishonest",0
7260,"wild surreal stuff , brilliant camera kind sits lets look like ' going one room next none relation",1
7261,fresnadillo ' dark jolting images way plying subconscious like nightmare week ago wo n't go away,1
7262,` easily choice one year ' best films ',1
7263,"pumpkin takes admirable look hypocrisy political correctness , uneven tone never know humor ends tragedy begins",0
7264,"' mediocre , despite dynamic duo marquee , ca n't get satisfaction",0
7265,' long convoluted ends muddle,0
7266,aspirations social import inform movie version,0
7267,"outer space buffs might love film , others find pleasures intermittent",0
7268,rarely much money delivered little entertainment,0
7269,", , comedy mild culture clashing today ' new delhi",1
7270,subject like inspire reaction audience pianist,0
7271,"routine , harmless diversion little else",1
7272,really bad much distasteful need kidnapping suspense dramas right like need doomsday thrillers,0
7273,blanchett ' performance confirms power,1
7274,"winning ensemble comedy shows canadians put gentle laughs equally gentle sentiments button , easily counterparts anywhere else world",1
7275,"ca n't decide wants mystery thriller , romance comedy",0
7276,"ideas techno saturation far novel , ' presented wry dark humor",1
7277,iditarod lasts days felt like,0
7278,"warm realistic meditation friendship , family affection",1
7279,"volatile dynamics female friendship subject unhurried , low key film hollywood seems positively french rhythms resonance",1
7280,"movie something impostor , stretching padding material blur dead ends distracting camera work",0
7281,"enjoyed , even level one enjoys bad slasher flick , primarily dull",0
7282,"sticky sweet sentimentality , clumsy plotting rosily myopic view life wwii era mississippi delta undermine adaptation",0
7283,film young man finding god accessible touching marrow,1
7284,"nonsensical , dull ` ` cyber horror ' ' flick grim , hollow exercise flat scares bad acting",0
7285,' hard imagine alan arkin better performance,1
7286,"proves quite compelling intense , brooding character study",1
7287,romantic comedy enriched sharp eye manners mores,1
7288,nothing waking reno ever inspired think inhabitants anything markers screenplay,0
7289,since japanese filmmaker akira kurosawa ' ran savagery combat specter death visualized operatic grandeur,1
7290,"though <number> minutes long , film packed information impressions",1
7291,character zigzag sufficiently developed support film constructed around,0
7292,reggio ' continual visual barrage absorbing well thought provoking,1
7293,"manga like heroine fights back abusers , ' energetic satisfying deep psychological",1
7294,much feels unfocused underdeveloped,0
7295,"unfortunately , ' silly fun unless enjoy really bad movies",0
7296,movie understands like others depth breadth emotional intimacy give physical act meaning pleasure,1
7297,"end , movie collapses shaky foundation despite best efforts director joe carnahan",0
7298,cq ' reflection artists love cinema self suggests nothing less new voice deserves considered possible successor best european directors,1
7299,jones offer brutal form charisma,1
7300,provides honest look community striving anchor new grounds,1
7301,objectionable dull film merely lacks everything except good intentions,0
7302,"good script , good dialogue , funny even adults",1
7303,"lion king roaring success released eight years ago , imax seems better , bigger",1
7304,"kinnear n't aim sympathy , rather delivers performance striking skill depth",1
7305,"time really ripe warmed james bond adventure , village idiot <number> clone ?",0
7306,"wince inducing dialogue , thrift shop costumes , prosthetic makeup silly putty kmart blue light special effects conspire test trekkie loyalty",0
7307,train wreck action film stupefying attempt filmmakers force feed james bond mindless x <elong> mold throw <number> years cinematic history toilet favor bright flashes loud bangs,0
7308,"really wonder earth anyone , anywhere could thought ' make audiences guffaw script utterly diabolical",0
7309,"quiet , pure , elliptical film",1
7310,"harrison ' flowers puts heart right place , brains particular place",1
7311,' work artist control medium message improvise like jazzman,1
7312,screen fantasy adventure recent memory showmanship clones ' last <number> minutes,1
7313,"despite evocative aesthetics evincing hollow state modern love life , film never percolates beyond monotonous whine",0
7314,"' difficult imagine process produced script , ' guessing spray cheese underarm noises played crucial role",0
7315,"building slowly subtly , film , sporting breezy spontaneity realistically drawn characterizations , develops significant character study moving wise",1
7316,overall film feels like low budget tv pilot could find buyer play tube,0
7317,"human comedy amusing , interesting confirming",1
7318,"band ' courage face official repression inspiring , especially aging hippies lrb one included rrb",1
7319,movie seems written using mad libs,0
7320,"thanks haynes ' absolute control film ' mood , buoyed three terrific performances , far heaven actually pulls stylistic juggling act",1
7321,whiny downer corruscating commentary,0
7322,"film powerful , accessible funny",1
7323,good piece work often,1
7324,always something likable marquis de sade,1
7325,"exactly <number> minutes , passed slowly ' sitting naked igloo , formula <number> sank quirky jerky utter turkey",0
7326,"care deftly captures wonder menace growing , never really embraces joy fuhrman ' destructive escapism grace rebellion found characters",0
7327,"reality new live action pinocchio directed , cowrote starred borders grotesque",0
7328,chateau cleverly probes cross cultural differences gauls yanks,1
7329,take infantile humor sort infantile makes wonder changing director writer ' diapers,0
7330,film suffers lack humor lrb something needed balance violence rrb,0
7331,working class ` ` us vs ' ' opera leaves heartstring untugged liberal cause unplundered,1
7332,refreshingly incisive grant first time ' probably appeal guys girlfriends drag movie hugh factor,1
7333,"exception fleetingly amusing improvisations cedric entertainer perry ' boss , n't redeeming moment",0
7334,"majidi unconventional storyteller , capable finding beauty depressing places",1
7335,"vivid lead performances sustain interest empathy , journey far interesting final destination",1
7336,"martin barbara complex characters sometimes tender , sometimes angry delicate performances sven wollter viveka seldahl make hopes frustrations vivid",1
7337,"' missing spontaneity , originality delight",0
7338,confirms fincher ' status film maker artfully bends technical know service psychological insight,1
7339,dense characters contains thrilling moments,1
7340,"good film , glum",1
7341,"nine queens frighteningly capable debut genre piece , also snapshot dangerous political situation verge coming head",1
7342,"film ended , felt tired drained wanted lie deathbed",0
7343,plot convolutions ultimately add nothing jerking audience ' chain,0
7344,solid examination male midlife crisis,1
7345,lrb rrb oes n't bother cloying preachy equivalent evangelical christian movies maybe filmmakers know likely audience already among faithful,1
7346,"lrb grant ' rrb bumbling magic takes film , turns another winning star vehicle",1
7347,"poignant compelling story relationships , food love takes us bumpy satisfying journey heart",1
7348,"better title , concerned , might swept rug",0
7349,nickleby thing might homosexual undertones eddie murphy film,0
7350,marvel like none ' seen,1
7351,affectionate loopiness seemed congenital demme ' perspective tough time emerging badly dated cutesy pie mystery scenario newfangled hollywood post production effects,0
7352,leigh ' film full memorable performances top bottom,1
7353,manages sweet wickedly satisfying time,1
7354,film play equally well standard giant screens,1
7355,"determined fun , bouncy , energetic musicals , humor n't quite engage adult",0
7356,"last <number> minutes somewhat redeeming , movie teenage american road trip drek ' seen time read fart jokes",0
7357,"whether like rap music loathe , ca n't deny either tragic loss two young men prime talent power movie",1
7358,", film enjoyable frankly told tale people live among us , necessarily us",1
7359,"feature debuter j caruso directs crack ensemble cast , bringing screenwriter tony gayton ' narcotics noir life",1
7360,serving sara n't serve whole lot laughs,0
7361,reaction word disappointment,0
7362,"film ' hackneyed message helped thin characterizations , nonexistent plot pretentious visual style",0
7363,psychoanalytical provocatively also refreshingly literary,1
7364,experience going film festival rewarding one experiencing sampling one movie,0
7365,"rabbit proof fence , noyce tailored epic tale lean , economical movie",1
7366,even horror fans likely find ' seeking trouble every day movie lacks thrills humor,0
7367,"piece channel <number> grade trash , quite frankly , insult intelligence true genre enthusiast",0
7368,"add yet another hat talented head , clooney ' good director",1
7369,unseemly title suggests,1
7370,"movie n't hilarious ' witty inventive , , hindsight , n't even dumb",1
7371,among year ' intriguing explorations alientation,1
7372,"sort film makes miss hitchcock , also feel optimistic ' hope popular cinema yet",1
7373,primitive force film seems bubble vast collective memory combatants,1
7374,terrific bewilderingly underrated campbell scott gives star performance nothing short mesmerizing,1
7375,"' nearly moved tears couple scenes , ' got ice water veins",1
7376,"lean , deftly shot , well acted , weirdly retro thriller recalls raft ' <number> ' <number> european set spy pictures",1
7377,magic film lies mysterious spring richness performances,1
7378,"lrb lawrence bounces rrb stage , dancing , running , sweating , mopping face generally displaying wacky talent brought fame first place",1
7379,distinguishes time favor countless thrillers underlying concern consequences words complicated emotions fueling terrorist acts,1
7380,"crackerjack entertainment nonstop romance , music , suspense action",1
7381,"dogged hollywood naturalism inexorable passage characters toward sainthood , windtalkers nothing sticky sweet soap",0
7382,"best moments , resembles bad high school production grease , without benefit song",0
7383,"designed provide mix smiles tears , ` ` crossroads ' ' instead provokes handful unintentional howlers numerous yawns",0
7384,worth watching dong jie ' performance way documents culture throes rapid change,1
7385,"actor relate search inner peace dramatically depicting lives others onstage , esther ' story compelling quest truth",1
7386,"unlike speedy wham bam effect hollywood offerings , character development importantly , character empathy heart italian beginners",1
7387,"stultifyingly , dumbfoundingly , mind numbingly bad",0
7388,"` ` mostly martha ' ' bright , light modern day family parable wears heart sleeve see",1
7389,telegraphing obvious simplistic movie,0
7390,"writer director ' mehta ' effort tons charm whimsy mixture , intoxicating masala , cultures film genres",1
7391,takes beauty baseball melds story could touch anyone regardless familiarity sport,1
7392,one smartest takes singles culture ' seen long time,1
7393,"' original , , robbed element surprise , n't huge laughs story irresponsible cops love play pranks",0
7394,"dumb exploitative violence , ironically , becomes everything rather clumsy original railing",0
7395,call side heaven ` ` appalling ' ' would underestimate dangerous entertainments like,0
7396,"charm spare , unlike many romantic comedies , alienate either gender audience",1
7397,great ensemble cast ca n't lift heartfelt enterprise familiar,0
7398,lapaglia ' ability convey grief hope works weaver ' sensitive reactions make two actor master class,1
7399,thoughts focused characters,1
7400,"' slow , slow",0
7401,"though ' become almost redundant say , major kudos go leigh actually casting people look working class",1
7402,someone else,0
7403,"' good relentless , polished wit withstand inept school productions , even oliver parker ' movie adaptation",1
7404,"feels like school special gussied fancy special effects , watching rote plot points connect exciting gazing egg timer <number> minutes",0
7405,indifferently implausible popcorn programmer movie,0
7406,"even finest chef ca n't make hotdog anything hotdog , robert de niro ca n't make movie anything trashy cop buddy comedy",0
7407,' fascinating see bettany mcdowell play,1
7408,teen movies really hit skids,0
7409,"stephen rea , aidan quinn , alan bates play desmond ' legal eagles , joined brosnan , sight grandiloquent quartet lolling pretty irish settings pleasant enough thing , ` tis",1
7410,"even rare occasions narrator stops yammering , miller ' hand often feels unsure",0
7411,"every time look , sweet home alabama taking another bummer wrong turn",0
7412,"gets onto screen much novella one could reasonably expect , engrossing moving right",1
7413,"poignant , artfully crafted meditation mortality",1
7414,one best films year exploration obstacles happiness faced five contemporary individuals psychological masterpiece,1
7415,"sophomore slump director sam mendes , segues oscar winner oscar winning potential smooth sleight hand",1
7416,"even n't think lrb kissinger ' rrb guilty criminal activity contemporary statesmen , ' sure make courtroom trial great fun watch",1
7417,"story n't seen big screen , ' story americans , human beings , know",1
7418,"irwin man enough charisma audacity carry dozen films , particular result ultimately held back something greater",0
7419,"instead hyperbolic beat charged urban western , ' unpretentious , sociologically pointed slice life",1
7420,film ' ideas stretched point evaporation whole central section one big chase seems goal urgency,0
7421,"though perry hurley make inspiring efforts breathe life disjointed , haphazard script jay scherick david ronn , neither actors director reginald hudlin make fitfully entertaining",0
7422,"woody allen ' latest ambling , broad comedy love hate movie biz",1
7423,"' much falseness second half , began intriguing look youth fizzles dull , ridiculous attempt heart tugging",0
7424,"first time director , paxton tapped something actor provides frailty dark soul",1
7425,"gripping movie , played performances understated touching",1
7426,"slow , long little happens",0
7427,plays like volatile overlong w magazine fashion spread,0
7428,attempts ensemble film impart message heavy handed instead pummel audience,0
7429,"' demented kitsch mess lrb although smeary digital video match muddled narrative rrb , ' savvy celebrity guts energy much open year",1
7430,"bleakly funny , characters touching refusing pity memorialize",1
7431,"amusing , ' needs",1
7432,characters interesting often creatively constructed figure backstory,1
7433,taut psychological thriller n't waste moment two hour running time,1
7434,arthritic attempt directing callie khouri,0
7435,michael gerbosi ' script economically packed telling scenes,1
7436,light years several warp speeds levels levels dilithium crystals better pitiful insurrection,1
7437,original co opted frequently seems pedestrian,0
7438,"time half called real movies little live action cartoons , ' refreshing see cartoon knows , knows form ' history",1
7439,"least , n't know anything derrida walk theater , wo n't know much leave",0
7440,"partway watching saccharine , easter egg colored concoction , realize made three episodes rejected tv show",0
7441,"bennett ' naturalistic performance speaks volumes truth ` reality ' show , anybody contemplating drastic life changes watch body first",1
7442,"jose campanella delivers loosely autobiographical story brushed sentimentality brimming gentle humor , bittersweet pathos , lyric moments linger like snapshots memory",1
7443,"mafia , rap stars hood rats butt ugly heads regurgitation cinematic violence gives brutal birth unlikely , likable , hero '",1
7444,got headache watching meaningless downer,0
7445,montias pumps lot energy nicely nuanced narrative surrounds cast quirky stereotyped street characters,1
7446,"slapstick buffoonery tickle many preschooler ' fancy , costs family four <number> see film theaters , spend money dog like rent pedigree instead ?",0
7447,"comedy premises often hackneyed plain crude , calculated provoke shocked laughter , without following deeper level",0
7448,big fat waste time,0
7449,"' kung pow n't funny time n't funnier bad martial arts movies , without oedekerk ' impish augmentation",0
7450,delightful coming age story,1
7451,binoche makes interesting trying find,1
7452,"humor forced heavy handed , occasionally simply unpleasant",0
7453,"fun little timewaster , helped especially cool presence jean reno",1
7454,"prurient playthings aside , ' little love english trifle",0
7455,"old world meets new mesh incarnated movie ' soundtrack , joyful effusion disco bollywood , end monsoon wedding , sent spirit soaring theater",1
7456,"surreal dream detailed photograph , visually dexterous times imaginatively overwhelming",1
7457,director uwe boll actors provide scant reason care crude ' <number> throwback,0
7458,"continued good chemistry carmen juni keeps slightly disappointing sequel going , enough amusing banter blessedly curse free keep kids parents entertained",1
7459,puts human face land westerners unfamiliar,1
7460,unflinchingly bleak desperate,0
7461,heavy handed film almost laughable consequence,0
7462,"charm original american road movies , feasting gorgeous , ramshackle landscape filmmaker ' motherland",1
7463,"works hard establish rounded characters , nothing fresh particularly interesting say",0
7464,verbinski implements every hack artist trick give us ooky spookies,0
7465,"uncommonly stylish equally silly picture fails generate much suspense , ask searching enough questions justify pretensions",0
7466,vulgar banal,0
7467,' bored care,0
7468,look away god awful,0
7469,dumb movie dumb characters dumb things really dumb see going,0
7470,"really makes special pulls us world , gives us hero whose suffering triumphs share , surrounds interesting characters sends us theater feeling ' shared great adventure",1
7471,"course , objective measurements ' still quite bad",0
7472,"reason reason power steadfast , hoity toity convictions chelsea walls deserves medal",1
7473,"scores points originality , wit , intelligence",0
7474,"though moonlight mile replete acclaimed actors actresses tackles subject ' potentially moving , movie predictable self conscious reach level high drama",0
7475,' charming often affecting journey,1
7476,nervous breakdowns entertaining,0
7477,"story two misfits n't stand chance alone , together magnificent",1
7478,atom egoyan conjured multilayered work tackles number fascinating issues,1
7479,"latest bid tv movie franchise game , spy makes big screen entry little nervy originality groundbreaking small screen progenitor",0
7480,"' one baseball pictures hero stoic , wife patient , kids cute get odds success long enough intimidate , short enough make dream seem possible",1
7481,way believe load junk,0
7482,"know plot ' little crazy , held interest start finish",1
7483,amuse provoke adventurous adults specialty venues,1
7484,"another one estrogen overdose movies like ` ` divine secrets ya ya sisterhood , ' ' except writing , acting character development lot better",1
7485,"byler reveals characters way intrigues even fascinates us , never reduces situation simple melodrama",1
7486,"humor n't sharp , effects innovative , story imaginative original",0
7487,"instead hiding pinocchio critics , miramax hidden everyone",0
7488,"moody , multi dimensional love story sci fi mystery , solaris thought provoking , haunting film allows seeds imagination germinate",1
7489,"offers little genuine romance even fewer laughs sad sitcom movie , largely devoid charm",0
7490,"haunts , ca n't forget , admire conception able resolve confusions watching",1
7491,sometimes seems less like storytelling something otherwise compelling director needed get chest,0
7492,"rumor angels reveals sudsy tub supernatural hokum , even ms redgrave ' noblest efforts redeem hopeless sentimentality",0
7493,almost gags gore,0
7494,"film quiet , threatening unforgettable",1
7495,movie plain old monster,0
7496,"sustains dreamlike glide succession cheesy coincidences voluptuous cheap effects , least rebecca romijn stamos",0
7497,"displaying equal amounts naivet , passion talent , beneath clouds establishes sen filmmaker considerable potential",1
7498,"provides grand , intelligent entertainment superior cast playing smart people amid compelling plot",1
7499,strangely compelling brilliantly acted psychological drama,1
7500,' bet video game lot fun film,0
7501,every nanosecond new guy reminds could something else far pleasurable,0
7502,movie ' accumulated force still feels like ugly knot tightening stomach,0
7503,"broad , melodramatic estrogen opera ' pretty toxic right",0
7504,"minority report exactly title indicates , report",1
7505,"movie , directed mick jackson , leaves cliche unturned , predictable plot characters straight central casting",0
7506,"like mike winner kids , doubt winner lil bow wow , add movies list things well",1
7507,confirms nagging suspicion ethan hawke would even worse behind camera front,0
7508,"lrb e rrb ventually , every idea film flushed latrine heroism",0
7509,riveting world war ii moral suspense story deals shadow side american culture racial prejudice ugly diverse forms,0
7510,"first time writer director serry shows remarkable gift storytelling moving , effective little film",1
7511,"' genuinely cool hear characters talk early rap records lrb sugar hill gang , etc rrb , constant referencing hip hop arcana alienate even savviest audiences",0
7512,"far future may awesome consider , period detail matters heart , film transporting stays put past",1
7513,"combining quick cut editing blaring heavy metal much time , beck seems illusion ' shooting latest system video",0
7514,' emotional pulse solaris,0
7515,best said work scottish director ritchie obviously n't heart,0
7516,"paint memorable images , makhmalbaf keeps distance characters",1
7517,rare birds enough charm make memorable,1
7518,"generally , clockstoppers fulfill wildest fantasies different kind time traveler , happily killing <number> minutes",1
7519,"dull , lifeless , amateurishly assembled",0
7520,quality art combined humor intelligence script allow filmmakers present biblical message forgiveness without ever becoming preachy syrupy,1
7521,bad,0
7522,"good sense cast actors , generally speaking , adored movie going public , khouri gets terrific performances",1
7523,woman ' pic directed resonance ilya chaiken,1
7524,"mr tsai original artist medium , time ?",1
7525,"chuckle least <number> complete misses , many coming amazingly lifelike tara reid , whose acting skills comparable cardboard cutout",0
7526,numbers patient doctor pic covers usual ground,0
7527,"lackluster , unessential sequel classic disney adaptation j barrie ' peter pan",0
7528,make documentary marginal historical figures ?,0
7529,burns never really harnesses full effect energetic cast,0
7530,oh come,0
7531,"even green mohawk sheet fire red flame tattoos covering shoulder , however , kilmer seems posing , rather acting",0
7532,well thorn vinegar lrb simple humanity rrb long plundered similar works featuring insight punch picture conspicuously lacks,0
7533,notion bombing buildings funniest thing world goes entirely unexamined startlingly unfunny comedy,0
7534,"worst , implodes series bad special effects",0
7535,"lesson , end , nothing new",0
7536,plays like somebody spliced random moments chris rock routine otherwise cliche riddled self serious spy thriller,0
7537,"misogynistic piece filth attempts pass hip , young adult entertainment",0
7538,slick piece cross promotion,1
7539,sade engaging look controversial eponymous fiercely atheistic hero,1
7540,"deliriously funny , fast loose , accessible uninitiated , full surprises",1
7541,literate presentation wonderfully weaves murderous event <number> murderous rage <number>,1
7542,"first time years , de niro digs deep emotionally , perhaps ' stirred powerful work co stars",1
7543,"birthday girl amusing joy ride , surprisingly violent moments",1
7544,"tender , witty , captivating film friendship , love , memory , trust loyalty",1
7545,"careful pace seemingly opaque story may satisfy every moviegoer ' appetite , film ' final scene soaringly , transparently moving",1
7546,turns unforgivably trite last <number> minutes anyone without fortified sweet tooth likely go sugar shock,0
7547,"excessive , profane , packed cartoonish violence comic strip characters",0
7548,"' hard raunchy college humor , ticket right",1
7549,davis enamored creation ca n't see insufferable character,0
7550,' great escapist fun recreates place time never happen,1
7551,"dazzles fully written characters , determined stylishness lrb always relates characters story rrb johnny dankworth ' best soundtrack years",1
7552,"highbrow self appointed guardians culture need apply , loved cool ice last found worthy follow",1
7553,"lrb kim rrb begins overplay shock tactics bait tackle metaphors , may decide ' high price pay shimmering picture postcard",0
7554,"lrb rrb beguiling belgian fable , much droll delicate little film , touching things say important life",1
7555,"often , viewer n't reacting humor much wincing back repugnance",0
7556,' refreshing see girl power movie n't feel prove anything,1
7557,bogdanovich tantalizes offering peep show lives era ' creme de la celluloid,1
7558,"' cookie cutter movie , cut paste job",0
7559,' grab bag genres n't add whole lot sense,0
7560,"fun , flip terribly hip bit cinematic entertainment",1
7561,one bad idea another,0
7562,' lovely film lovely performances buy accorsi,1
7563,"script kicks , mr hartley ' distended pace foot dragging rhythms follow",0
7564,little play innocuous game fill blanks tragic past,0
7565,hamfisted romantic comedy makes girl hapless facilitator extended cheap shot across mason dixon line,0
7566,like watching dress rehearsal week show goes everything ' place something ' little kilter,0
7567,' buggy drag,0
7568,yakusho shimizu create engaging characterizations imamura ' lively enjoyable cultural mix,1
7569,' bad thing movie much substance end credits blooper reel,0
7570,"nothing outstanding film , good enough likely appreciated sailors folks know way around submarine",1
7571,synthesis cliches absurdities seems positively decadent cinematic flash emptiness,0
7572,"special effects , brilliantly bold colors heightened reality ca n't hide giant achilles ' heel ` ` stuart little <number> ` ` ' story , folks",0
7573,manages show life banality intention quite opposite,0
7574,"' following dreams , matter parents think",1
7575,"definition ` small ' movie , good stepping stone director sprecher",1
7576,one heart,1
7577,"' talking slapstick comedy , ' pretty big problem",0
7578,bad,0
7579,devoid kind intelligible story makes films like x <elong> collateral damage seem like thoughtful treatises,0
7580,ah <elong> revenge sweet !,1
7581,"odds heaven hell , creeped fine",1
7582,"entire movie boring , sad man boring sad",0
7583,' one heck character study hearst davies unique relationship,1
7584,structure film takes may find matt damon ben affleck looking residuals officially completes good hunting trilogy never planned,1
7585,"whether writer director anne fontaine ' film ghost story , account nervous breakdown , trip memory lane , three none , seductive haunting",1
7586,"man elysian fields cold , bliss less work groans along thinking important comment life throws us beguiling curves",0
7587,draw lrb ` ` big bad love ' ' rrb solid performance arliss howard,1
7588,"one irritating cartoons see , , year",0
7589,basically static series semi improvised lrb semi coherent rrb raps stars,0
7590,"technical virtuosity , film mired juvenile near xenophobic pedagogy ' enough make one pine day godard longer handle rigors filmmaking",0
